timestamp_us,adc_raw
1175543093,1883
1175544093,1882
1175545093,1899
1175546093,1905
1175547093,1891
1175548093,1873
1175558520,1887
1175559520,1891
1175560520,1885
1175561520,1903
1175562520,1924
1175563520,1907
1175564520,1893
1175565520,1884
1175566520,1851
1175567520,1830
1175568520,1809
1175569520,1827
1175570520,1831
1175571520,1859
1175572520,1876
1175573520,1882
1175574520,1893
1175575520,1891
1175576520,1897
1175586974,1853
1175587974,1847
1175588974,1863
1175589974,1865
1175590974,1872
1175591974,1879
1175592974,1872
1175593974,1879
1175594974,1913
1175595974,1915
1175596974,1919
1175597974,1895
1175598974,1875
1175599974,1847
1175600974,1827
1175601974,1826
1175602974,1831
1175603974,1842
1175604974,1857
1175605974,1860
1175616401,1853
1175617401,1833
1175618401,1745
1175619401,1838
1175620401,1852
1175621401,1840
1175622401,1867
1175623401,1867
1175624401,1883
1175625401,1877
1175626401,1883
1175627401,1904
1175628401,1927
1175629401,1942
1175630401,1917
1175631401,1890
1175632401,1872
1175633401,1840
1175634401,1822
1175635401,1815
1175645845,1928
1175646845,1921
1175647845,1901
1175648845,1889
1175649845,1859
1175650845,1832
1175651845,1823
1175652845,1855
1175653845,1855
1175654845,1853
1175655845,1843
1175656845,1862
1175657845,1862
1175658845,1872
1175659845,1868
1175660845,1863
1175661845,1890
1175662845,1904
1175663845,1884
1175664845,1872
1175675272,1886
1175676272,1891
1175677272,1883
1175678272,1904
1175679272,1904
1175680272,1903
1175681272,1881
1175682272,1857
1175683272,1831
1175684272,1809
1175685272,1814
1175686272,1835
1175687272,1857
1175688272,1871
1175689272,1870
1175690272,1872
1175691272,1883
1175692272,1891
1175693272,1878
1175694272,1892
1175704699,1876
1175705699,1871
1175706699,1872
1175707699,1874
1175708699,1881
1175709699,1872
1175710699,1879
1175711699,1901
1175712699,1901
1175713699,1889
1175714699,1872
1175715699,1851
1175716699,1827
1175717699,1820
1175718699,1820
1175719699,1847
1175720699,1860
1175721699,1872
1175722699,1865
1175723699,1875
1175734125,1857
1175735125,1861
1175736125,1879
1175737125,1873
1175738125,1889
1175739125,1869
1175740125,1865
1175741125,1872
1175742125,1857
1175743125,1861
1175744125,1844
1175745125,1856
1175746125,1873
1175747125,1861
1175748125,1863
1175749125,1859
1175750125,1840
1175751125,1870
1175752125,1831
1175762581,1929
1175763581,1927
1175764581,1902
1175765581,1884
1175766581,1848
1175767581,1840
1175768581,1811
1175769581,1827
1175770581,1840
1175771581,1850
1175772581,1861
1175773581,1859
1175774581,1883
1175775581,1884
1175776581,1875
1175777581,1903
1175778581,1919
1175779581,1924
1175780581,1917
1175781581,1891
1175792007,1875
1175793007,1894
1175794007,1882
1175795007,1914
1175796007,1915
1175797007,1905
1175798007,1902
1175799007,1883
1175800007,1857
1175801007,1838
1175802007,1837
1175803007,1841
1175804007,1861
1175805007,1856
1175806007,1867
1175807007,1869
1175808007,1871
1175809007,1868
1175810007,1856
1175811007,1873
1175821451,1840
1175822451,1817
1175823451,1823
1175824451,1840
1175825451,1846
1175826451,1848
1175827451,1876
1175828451,1925
1175829451,1963
1175830451,1957
1175831451,1936
1175832451,1907
1175833451,1869
1175834451,1834
1175835451,1832
1175836451,1839
1175837451,1836
1175838451,1830
1175839451,1826
1175840451,1840
1175850878,1812
1175851878,1797
1175852878,1804
1175853878,1813
1175854878,1839
1175855878,1872
1175856878,1885
1175857878,1967
1175858878,1934
1175859878,1904
1175860878,1932
1175861878,1920
1175862878,1882
1175863878,1879
1175864878,1850
1175865878,1806
1175866878,1765
1175867878,1732
1175868878,1741
1175869878,1775
1175880304,1895
1175881304,1882
1175882304,1849
1175883304,1819
1175884304,1788
1175885304,1788
1175886304,1808
1175887304,1839
1175888304,1851
1175889304,1856
1175890304,1866
1175891304,1879
1175892304,1870
1175893304,1871
1175894304,1872
1175895304,1908
1175896304,1909
1175897304,1897
1175898304,1885
1175899304,1871
1175909731,1830
1175910731,1839
1175911731,1841
1175912731,1855
1175913731,1851
1175914731,1869
1175915731,1869
1175916731,1862
1175917731,1871
1175918731,1861
1175919731,1861
1175920731,1865
1175921731,1887
1175922731,1911
1175923731,1915
1175924731,1916
1175925731,1869
1175926731,1863
1175927731,1872
1175938186,1830
1175939186,1835
1175940186,1837
1175941186,1842
1175942186,1847
1175943186,1851
1175944186,1865
1175945186,1893
1175946186,1898
1175947186,1904
1175948186,1924
1175949186,1892
1175950186,1858
1175951186,1828
1175952186,1820
1175953186,1827
1175954186,1837
1175955186,1853
1175956186,1843
1175957186,1869
1175967613,1776
1175968613,1808
1175969613,1831
1175970613,1839
1175971613,1840
1175972613,1834
1175973613,1846
1175974613,1865
1175975613,1877
1175976613,1887
1175977613,1907
1175978613,1923
1175979613,1934
1175980613,1909
1175981613,1899
1175982613,1904
1175983613,1883
1175984613,1889
1175985613,1859
1175986613,1872
1175997057,1874
1175998057,1889
1175999057,1853
1176000057,1873
1176001057,1859
1176002057,1864
1176003057,1868
1176004057,1892
1176005057,1888
1176006057,1877
1176007057,1882
1176008057,1872
1176009057,1859
1176010057,1844
1176011057,1842
1176012057,1857
1176013057,1873
1176014057,1872
1176015057,1856
1176016057,1839
1176026483,1847
1176027483,1841
1176028483,1841
1176029483,1839
1176030483,1819
1176031483,1831
1176032483,1828
1176033483,1843
1176034483,1825
1176035483,1796
1176036483,1852
1176037483,1872
1176038483,1885
1176039483,1855
1176040483,1889
1176041483,1897
1176042483,1900
1176043483,1895
1176044483,1935
1176045483,1955
1176055910,1800
1176056910,1809
1176057910,1819
1176058910,1838
1176059910,1859
1176060910,1877
1176061910,1856
1176062910,1843
1176063910,1922
1176064910,1936
1176065910,1909
1176066910,1891
1176067910,1857
1176068910,1849
1176069910,1851
1176070910,1857
1176071910,1872
1176072910,1866
1176073910,1861
1176074910,1860
1176085337,1778
1176086337,1795
1176087337,1809
1176088337,1820
1176089337,1839
1176090337,1875
1176091337,1921
1176092337,1941
1176093337,1936
1176094337,1930
1176095337,1941
1176096337,1936
1176097337,1903
1176098337,1863
1176099337,1823
1176100337,1802
1176101337,1776
1176102337,1778
1176103337,1805
1176113792,1883
1176114792,1877
1176115792,1862
1176116792,1853
1176117792,1840
1176118792,1841
1176119792,1843
1176120792,1855
1176121792,1859
1176122792,1843
1176123792,1844
1176124792,1841
1176125792,1884
1176126792,1849
1176127792,1878
1176128792,1904
1176129792,1926
1176130792,1930
1176131792,1935
1176132792,1904
